Browse Species,Consumed,Session,Sequence,ID,Date,Weather,Leaves,Avoid
Eugenia,47,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Ficus,0,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Hibiscus,0,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Ketapung,9,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Mango,0,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Miracle,0,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Mulberry,0,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Saga,0,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
NV,1,1.1,1,Malaka,23/8/22,Cloudy,Fresh,1
Eugenia,0,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Ficus,0,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Hibiscus,0,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Ketapung,3,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Mango,0,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Miracle,0,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Mulberry,9,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Saga,0,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
NV,0,1.1,2,Sayang,23/8/22,Cloudy,Fresh,1
Eugenia,12,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Ficus,4,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Hibiscus,0,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Ketapung,6,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Mango,1,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Miracle,0,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Mulberry,0,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Saga,1,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
NV,0,1.1,3,Anggun,23/8/22,Cloudy,Fresh,1
Eugenia,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Ficus,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Hibiscus,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Ketapung,16,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Khaya,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Mango,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Miracle,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Mulberry,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Raintree,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Saga,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
NV,0,1.2,1,Sayang,24/8/22,Sunny,Fresh,1
Eugenia,0,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Ficus,5,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Hibiscus,0,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Ketapung,11,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Khaya,0,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Mango,12,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Miracle,0,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Mulberry,0,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Raintree,6,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Saga,0,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
NV,0,1.2,2,Wendy,24/8/22,Sunny,Fresh,1
Eugenia,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Ficus,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Hibiscus,1,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Ketapung,1,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Khaya,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Mango,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Miracle,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Mulberry,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Raintree,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Saga,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
NV,0,1.2,3,Jeff,24/8/22,Sunny,Fresh,1
Belimbing,0,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Eugenia,4,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Ficus,0,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Hibiscus,0,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Ketapung,0,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Khaya,0,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Malayan.Cherry,0,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Mango,0,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Miracle,11,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Raintree,8,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Saga,13,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
NV,5,1.3,1,Anggun,25/8/22,Sunny,Fresh,3
Belimbing,0,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Eugenia,0,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Ficus,0,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Hibiscus,0,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Ketapung,0,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Khaya,0,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Malayan.Cherry,0,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Mango,1,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Miracle,12,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Raintree,2,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Saga,1,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
NV,2,1.3,2,Kejora,25/8/22,Sunny,Fresh,3
Belimbing,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Eugenia,5,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Ficus,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Hibiscus,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Ketapung,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Khaya,4,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Malayan.Cherry,8,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Mango,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Miracle,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Raintree,2,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Saga,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
NV,0,1.3,3,Sakti,25/8/22,Sunny,Fresh,3
Eugenia,0,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Ficus,0,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Hibiscus,0,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Ketapung,6,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Lobi,0,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Mango,4,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Miracle,10,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Mulberry,0,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Raintree,0,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Saga,0,1.4,1,Jeff,26/8/22,Raining,Fresh,2
NV,3,1.4,1,Jeff,26/8/22,Raining,Fresh,2
Eugenia,2,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Ficus,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Hibiscus,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Ketapung,14,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Lobi,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Mango,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Miracle,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Mulberry,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Raintree,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Saga,1,1.4,2,Sakti,26/8/22,Raining,Fresh,2
NV,0,1.4,2,Sakti,26/8/22,Raining,Fresh,2
Eugenia,7,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Ficus,0,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Hibiscus,0,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Ketapung,11,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Lobi,0,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Mango,16,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Miracle,15,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Mulberry,0,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Raintree,3,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Saga,31,1.4,3,Malaka,26/8/22,Raining,Fresh,2
NV,1,1.4,3,Malaka,26/8/22,Raining,Fresh,2
Asam.Jawa,0,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Belimbing,0,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Eugenia,0,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Ficus,0,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Ketapung,4,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Miracle,38,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Mulberry,0,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Raintree,0,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Saga,0,1.5,1,Kejora,30/8/22,Raining,Fresh,2
NV,4,1.5,1,Kejora,30/8/22,Raining,Fresh,2
Asam.Jawa,0,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Belimbing,0,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Eugenia,0,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Ficus,0,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Ketapung,13,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Miracle,9,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Mulberry,0,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Raintree,0,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Saga,0,1.5,2,Jeff,30/8/22,Raining,Fresh,2
NV,2,1.5,2,Jeff,30/8/22,Raining,Fresh,2
Asam.Jawa,0,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Belimbing,0,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Eugenia,8,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Ficus,0,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Ketapung,20,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Miracle,2,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Mulberry,0,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Raintree,21,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Saga,0,1.5,3,Wendy,30/8/22,Raining,Fresh,2
NV,3,1.5,3,Wendy,30/8/22,Raining,Fresh,2
Asam.Jawa,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Eugenia,2,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Ficus,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Hibiscus,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Ketapung,16,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Malayan.Cherry,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Mango,10,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Miracle,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Mulberry,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Raintree,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Saga,0,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
NV,1,1.6,1,Sakti,31/8/22,Cloudy,Fresh,3
Asam.Jawa,0,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Eugenia,13,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Ficus,1,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Hibiscus,1,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Ketapung,1,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Malayan.Cherry,0,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Mango,0,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Miracle,2,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Mulberry,0,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Raintree,0,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Saga,0,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
NV,3,1.6,2,Malaka,31/8/22,Cloudy,Fresh,3
Asam.Jawa,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Eugenia,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Ficus,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Hibiscus,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Ketapung,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Malayan.Cherry,1,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Mango,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Miracle,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Mulberry,5,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Raintree,10,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Saga,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
NV,0,1.6,3,Sayang,31/8/22,Cloudy,Fresh,3
Acacia,1,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Angsana,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Asam.Jawa,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Belimbing,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Cinnamon,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Eugenia,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Ficus,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Hibiscus,1,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Ketapung,8,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Lobi,5,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Madras.Thorn,4,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Malayan.Cherry,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Miracle,2,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Mulberry,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Raintree,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Saga,0,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
NV,2,1.7,1,Wendy,9/1/22,Sunny,Fresh,7
Acacia,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Angsana,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Asam.Jawa,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Belimbing,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Cinnamon,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Eugenia,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Ficus,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Hibiscus,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Ketapung,1,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Lobi,3,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Madras.Thorn,3,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Malayan.Cherry,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Miracle,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Mulberry,3,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Raintree,5,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Saga,0,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
NV,4,1.7,2,Anggun,9/1/22,Sunny,Fresh,7
Acacia,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Angsana,1,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Asam.Jawa,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Belimbing,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Cinnamon,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Eugenia,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Ficus,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Hibiscus,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Ketapung,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Lobi,2,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Madras.Thorn,1,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Malayan.Cherry,2,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Miracle,2,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Mulberry,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Raintree,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Saga,0,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
NV,6,1.7,3,Kejora,9/1/22,Sunny,Fresh,7
Acacia,0,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Eugenia,0,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Ficus,0,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Hibiscus,2,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Jambu,0,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Ketapung,0,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Miracle,10,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Mulberry,0,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Raintree,13,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Saga,29,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
NV,0,2.1,1,Malaka,9/2/22,Cloudy,Fresh,3
Acacia,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Eugenia,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Ficus,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Hibiscus,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Jambu,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Ketapung,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Miracle,13,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Mulberry,6,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Raintree,8,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Saga,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
NV,0,2.1,2,Sayang,9/2/22,Cloudy,Fresh,3
Acacia,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Eugenia,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Ficus,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Hibiscus,3,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Jambu,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Ketapung,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Miracle,18,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Mulberry,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Raintree,2,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Saga,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
NV,0,2.1,3,Anggun,9/2/22,Cloudy,Fresh,3
Belimbing,0,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Cinnamon,33,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Ficus,0,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Ketapung,0,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Miracle,0,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Mulberry,2,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Saga,0,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Starfruit,0,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
NV,0,2.2,1,Sayang,9/6/22,Sunny,Fresh,1
Belimbing,0,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Cinnamon,12,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Ficus,0,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Ketapung,3,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Miracle,43,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Mulberry,0,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Saga,14,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Starfruit,0,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
NV,1,2.2,2,Wendy,9/6/22,Sunny,Fresh,1
Belimbing,0,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Cinnamon,4,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Ficus,0,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Ketapung,0,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Miracle,0,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Mulberry,0,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Saga,0,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Starfruit,0,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
NV,1,2.2,3,Kejora,9/6/22,Sunny,Fresh,1
Angsana,1,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Belimbing,0,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Ficus,1,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Hibiscus,0,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Ketapung,7,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Miracle,8,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Raintree,0,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Saga,17,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
NV,0,2.3,1,Anggun,9/7/22,Sunny,Fresh,2
Angsana,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Belimbing,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Ficus,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Hibiscus,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Ketapung,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Miracle,9,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Raintree,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Saga,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
NV,0,2.3,2,Kejora,9/7/22,Sunny,Fresh,2
Angsana,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Belimbing,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Ficus,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Hibiscus,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Ketapung,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Miracle,25,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Raintree,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Saga,25,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
NV,0,2.3,3,Sakti,9/7/22,Sunny,Fresh,2
Angsana,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Belimbing,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Eugenia,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Ficus,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Hibiscus,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Ketapung,25,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Lobi,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Miracle,23,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Mulberry,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Raintree,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Saga,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Starfruit,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
NV,0,2.4,1,Jeff,9/8/22,Cloudy,Fresh,3
Angsana,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Belimbing,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Eugenia,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Ficus,2,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Hibiscus,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Ketapung,12,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Lobi,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Miracle,4,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Mulberry,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Raintree,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Saga,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Starfruit,0,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
NV,2,2.4,2,Sakti,9/8/22,Cloudy,Fresh,3
Angsana,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Belimbing,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Eugenia,21,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Ficus,2,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Hibiscus,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Ketapung,4,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Lobi,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Miracle,1,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Mulberry,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Raintree,1,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Saga,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Starfruit,0,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
NV,3,2.4,3,Malaka,9/8/22,Cloudy,Fresh,3
Asam.Jawa,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Eugenia,6,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Ficus,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Ketapung,1,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Khaya,2,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Miracle,11,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Mulberry,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
Saga,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
NV,0,2.5,1,Kejora,9/9/22,Cloudy,Fresh,1
